rock_id,label,density,eigenvalue_ratio,normal_consistency,ground_contact_ratio,volume,height_width_ratio,cluster_count
rock_1298,positive,20.94919372652971,0.28286282108294364,0.5264588687757763,0.02032250938811575,4.578854999999831,0.5633187772925695,2
rock_1313,positive,23.390588235294118,0.08266408040440355,0.6744030887706203,0.02666666666666667,2.0448449999997975,0.4909090909090646,1
rock_2784,positive,19.33315621679065,0.24600814534160936,0.5255131605178867,0.01354941551540914,2.908597999999912,0.5401069518716516,3
rock_2989,positive,21.591638108293353,0.10500595644460324,0.5658124503268814,0.0013708019191226869,9.622799999999579,0.6790123456790169,4
rock_960,negative,17.509906152241918,0.1279706524308227,0.5406627322440033,0.028284671532846715,27.266148000000047,1.630662020905943,31
rock_974,positive,21.688656476267095,0.11531948518357175,0.5858528822796779,0.004022526146419952,0.9150000000000205,0.614754098360642,1
rock_3089,positive,21.33783783783784,0.1130696180461013,0.6462536610805463,0.04247104247104247,1.5776800000000286,0.39634146341465826,1
rock_2787,positive,20.858007705008255,0.3362477411379264,0.5367446676084716,0.01981287837094111,1.27864800000008,0.6825396825396983,2
rock_418,positive,24.02709211318483,0.09423235964539627,0.6057516373284797,0.015051173991571343,1.0877999999999224,0.5,1
rock_168,positive,20.68019801980198,0.08545159667386105,0.6464016035562462,0.07227722772277227,1.2280799999999776,0.2965116279069668,1
rock_2026,positive,19.969378827646544,0.2616035102345189,0.5690821930243426,0.05249343832020997,0.6793260000000246,0.48305084745769,1
rock_540,negative,8.511764705882353,0.008948835423830116,0.750875098715268,0.03529411764705882,16.511039999999852,1.5476190476190497,8
rock_583,positive,19.315589353612168,0.26471305339764456,0.5562205650859188,0.002957329953527672,5.89500000000001,0.5822222222222232,4
rock_1248,positive,20.67074317968015,0.17367528325298215,0.5853640723310046,0.062088428974600186,0.6578600000000414,0.5511811023622484,1
rock_2782,positive,20.689655172413794,0.45300395727927595,0.5283385058518749,0.000944733112895607,5.0489250000002865,1.0114285714285611,5
rock_350,negative,11.105263157894736,0.027168781827861924,0.9874428977774148,0.42105263157894735,0.010080000000001692,0.44999999999991475,2
rock_813,negative,19.279789538842465,0.009462474607454592,0.873515260009134,0.00897554936552151,3.9625860000001007,0.3789954337899734,1
rock_374,negative,18.830633284241532,0.1261494634725989,0.858986046611398,0.0022091310751104565,2.176740000000044,1.0431654676259012,8
rock_363,negative,13.522394441475146,0.10624636071525756,0.7058283078570053,0.0006413682522715125,446.7605400000029,0.8964732650739393,283
rock_367,positive,20.308528906697195,0.2082240621442617,0.5967008997710611,0.14424728105323412,1.0371600000000347,0.4477611940298571,1
rock_549,negative,13.195808570534876,0.012391261501045194,0.6138122188903012,0.0006255864873318737,86.08824000000001,0.7011904761904765,131
rock_1877,positive,20.54708171206226,0.1202655424038097,0.6344728538455785,0.005447470817120622,0.863760000000057,0.5083333333333254,2
rock_1862,positive,19.725361366622863,0.10327540574660328,0.6886774541389542,0.07424441524310119,1.089788999999826,0.41843971631200816,2
rock_16,negative,12.384466019417475,0.2516714980291673,0.6338832737061474,0.01262135922330097,4.626750000000055,1.0698924731182766,22
rock_167,positive,19.597110754414125,0.7211241170204954,0.5422293268039865,0.0018726591760299626,5.2390799999997055,1.050000000000019,4
rock_64,negative,16.345811051693406,0.5318890886307729,0.659931727396782,0.004456327985739751,10.360713999999929,2.40236686390533,12
rock_908,negative,19.489570368895304,0.008002852978647588,0.8473822372006073,0.0003484840941902723,136.1365270000008,0.8230383973288814,50
rock_1350,positive,21.24750957854406,0.35584997344678576,0.526990521039666,0.017624521072796936,2.091663000000017,0.6078431372549172,1
rock_101,negative,18.81349693251534,0.03617324193101165,0.8256033530438202,0.026993865030674847,2.7336000000000995,0.3980099502487637,1
rock_65,negative,13.844978165938864,0.02169070926893715,0.8431934277425759,0.0015283842794759825,297.65555999999947,1.0037037037037004,82
rock_3180,positive,21.153846153846153,0.17681800966597624,0.5868451985910812,0.03523194362889019,1.135134000000034,0.44055944055941776,1
rock_3223,positive,20.724464875736246,0.21084874262729983,0.5558365565204494,0.024278120959632235,8.480939999999926,0.5038461538461503,3
rock_1187,positive,21.806824644549764,0.3233894187844106,0.5189390896083491,0.010616113744075829,6.825840000000402,0.7112970711297302,2
rock_847,positive,19.715358361774744,0.03751372247874349,0.7953969544312107,0.05255972696245734,0.8323199999999115,0.2614379084967218,1
rock_475,negative,18.47247191011236,0.00882717464854766,0.8430365257876524,0.008146067415730337,5.996640000000097,0.4,3
rock_3225,positive,19.15354135710748,0.18072923123317927,0.599693060415293,0.02773650321941555,1.6944480000000182,0.4999999999999827,3
rock_3218,positive,19.65389876880985,0.12356852113016616,0.6173045454865242,0.03625170998632011,1.0316799999999924,0.492307692307656,1
rock_110,negative,19.569266589057044,0.13011511685109992,0.8483267664171872,0.0014551804423748546,8.85573000000004,1.3384615384615532,15
